transaction_id,time,amount,customer_id,is_abnormal,reason,transaction_count_last_1_days,rolling_history
200,2024-12-10 07:00:00,2208,10914,1,Số giao dịch trong 1 ngày quá nhiều. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[1639, ""2024-12-02 02:00:00""], [8332, ""2024-12-02 04:00:00""], [8677, ""2024-12-02 05:00:00""], [7187, ""2024-12-02 06:00:00""], [1575, ""2024-12-02 08:00:00""], [843, ""2024-12-02 11:00:00""], [1131, ""2024-12-02 12:00:00""], [7200, ""2024-12-02 12:00:00""], [6893, ""2024-12-02 13:00:00""], [4102, ""2024-12-02 13:00:00""], [8635, ""2024-12-02 13:00:00""], [4905, ""2024-12-02 15:00:00""], [1691, ""2024-12-02 17:00:00""], [2404, ""2024-12-02 18:00:00""], [241, ""2024-12-02 20:00:00""], [1966, ""2024-12-02 20:00:00""], [6617, ""2024-12-02 20:00:00""], [1150, ""2024-12-02 23:00:00""], [96, ""2024-12-02 23:00:00""], [2208, ""2024-12-10 07:00:00""]]"
201,2024-12-10 08:00:00,9256,15723,1,Số tiền giao dịch lớn.,5,"[[1021, ""2024-12-02 03:00:00""], [8092, ""2024-12-02 03:00:00""], [9773, ""2024-12-02 13:00:00""], [5608, ""2024-12-02 16:00:00""], [9256, ""2024-12-10 08:00:00""]]"
202,2024-12-10 09:00:00,6259,16611,0,,1,"[[6259, ""2024-12-10 09:00:00""]]"
203,2024-12-10 10:00:00,9495,12071,1,Số tiền giao dịch lớn.,1,"[[9495, ""2024-12-10 10:00:00""]]"
204,2024-12-10 11:00:00,3401,19289,0,,1,"[[3401, ""2024-12-10 11:00:00""]]"
205,2024-12-10 12:00:00,6092,12814,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[6095, ""2024-12-02 02:00:00""], [6261, ""2024-12-02 02:00:00""], [2346, ""2024-12-02 02:00:00""], [2080, ""2024-12-02 07:00:00""], [2750, ""2024-12-02 07:00:00""], [8240, ""2024-12-02 09:00:00""], [1977, ""2024-12-02 09:00:00""], [691, ""2024-12-02 10:00:00""], [4673, ""2024-12-02 10:00:00""], [8530, ""2024-12-02 11:00:00""], [5862, ""2024-12-02 12:00:00""], [6511, ""2024-12-02 15:00:00""], [6409, ""2024-12-02 16:00:00""], [5828, ""2024-12-02 16:00:00""], [3712, ""2024-12-02 19:00:00""], [3140, ""2024-12-02 20:00:00""], [6037, ""2024-12-02 20:00:00""], [9812, ""2024-12-02 20:00:00""], [7895, ""2024-12-02 21:00:00""], [6092, ""2024-12-10 12:00:00""]]"
206,2024-12-10 13:00:00,2618,17765,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[7552, ""2024-12-02 03:00:00""], [2231, ""2024-12-02 05:00:00""], [5961, ""2024-12-02 05:00:00""], [1803, ""2024-12-02 06:00:00""], [3432, ""2024-12-02 07:00:00""], [656, ""2024-12-02 12:00:00""], [5285, ""2024-12-02 14:00:00""], [6923, ""2024-12-02 15:00:00""], [2074, ""2024-12-02 16:00:00""], [8887, ""2024-12-02 18:00:00""], [397, ""2024-12-02 19:00:00""], [5091, ""2024-12-02 19:00:00""], [5866, ""2024-12-02 19:00:00""], [9320, ""2024-12-02 22:00:00""], [2618, ""2024-12-10 13:00:00""]]"
207,2024-12-10 14:00:00,2868,19458,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[6978, ""2024-12-02 01:00:00""], [1319, ""2024-12-02 03:00:00""], [7579, ""2024-12-02 04:00:00""], [6499, ""2024-12-02 04:00:00""], [2934, ""2024-12-02 04:00:00""], [3304, ""2024-12-02 05:00:00""], [8575, ""2024-12-02 05:00:00""], [3182, ""2024-12-02 09:00:00""], [780, ""2024-12-02 10:00:00""], [7697, ""2024-12-02 13:00:00""], [3813, ""2024-12-02 16:00:00""], [1935, ""2024-12-02 17:00:00""], [7817, ""2024-12-02 17:00:00""], [928, ""2024-12-02 17:00:00""], [7421, ""2024-12-02 18:00:00""], [409, ""2024-12-02 19:00:00""], [2298, ""2024-12-02 21:00:00""], [2347, ""2024-12-02 21:00:00""], [5532, ""2024-12-02 22:00:00""], [2868, ""2024-12-10 14:00:00""]]"
208,2024-12-10 15:00:00,2941,13606,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[7557, ""2024-12-02 01:00:00""], [5400, ""2024-12-02 01:00:00""], [8718, ""2024-12-02 05:00:00""], [9263, ""2024-12-02 06:00:00""], [3707, ""2024-12-02 09:00:00""], [318, ""2024-12-02 13:00:00""], [9560, ""2024-12-02 17:00:00""], [5983, ""2024-12-02 22:00:00""], [5244, ""2024-12-02 22:00:00""], [2941, ""2024-12-10 15:00:00""]]"
209,2024-12-10 16:00:00,4827,11631,0,,1,"[[4827, ""2024-12-10 16:00:00""]]"
210,2024-12-10 17:00:00,4738,13352,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[5831, ""2024-12-02 08:00:00""], [9830, ""2024-12-02 09:00:00""], [994, ""2024-12-02 10:00:00""], [8940, ""2024-12-02 12:00:00""], [4738, ""2024-12-10 17:00:00""]]"
211,2024-12-10 18:00:00,2901,14124,0,,1,"[[2901, ""2024-12-10 18:00:00""]]"
212,2024-12-10 19:00:00,9124,19390,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[6318, ""2024-12-02 05:00:00""], [1230, ""2024-12-02 06:00:00""], [6017, ""2024-12-02 07:00:00""], [5472, ""2024-12-02 08:00:00""], [4686, ""2024-12-02 18:00:00""], [5408, ""2024-12-02 21:00:00""], [1509, ""2024-12-02 23:00:00""], [5246, ""2024-12-02 23:00:00""], [5760, ""2024-12-02 23:00:00""], [9124, ""2024-12-10 19:00:00""]]"
213,2024-12-10 20:00:00,4721,19304,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[4129, ""2024-12-02 01:00:00""], [4209, ""2024-12-02 04:00:00""], [2982, ""2024-12-02 07:00:00""], [3572, ""2024-12-02 10:00:00""], [2270, ""2024-12-02 12:00:00""], [9244, ""2024-12-02 13:00:00""], [632, ""2024-12-02 14:00:00""], [2483, ""2024-12-02 18:00:00""], [1538, ""2024-12-02 23:00:00""], [4721, ""2024-12-10 20:00:00""]]"
214,2024-12-10 21:00:00,3738,19741,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[8061, ""2024-12-02 01:00:00""], [9936, ""2024-12-02 10:00:00""], [5211, ""2024-12-02 13:00:00""], [9631, ""2024-12-02 22:00:00""], [3738, ""2024-12-10 21:00:00""]]"
215,2024-12-10 22:00:00,285,13191,0,,5,"[[2628, ""2024-12-02 03:00:00""], [4523, ""2024-12-02 03:00:00""], [3170, ""2024-12-02 06:00:00""], [9806, ""2024-12-02 11:00:00""], [285, ""2024-12-10 22:00:00""]]"
216,2024-12-10 23:00:00,8098,11449,1,Số tiền giao dịch lớn.,5,"[[2036, ""2024-12-02 01:00:00""], [4135, ""2024-12-02 06:00:00""], [1219, ""2024-12-02 07:00:00""], [4117, ""2024-12-02 11:00:00""], [8098, ""2024-12-10 23:00:00""]]"
217,2024-12-11 00:00:00,2375,12942,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[2344, ""2024-12-02 01:00:00""], [1870, ""2024-12-02 02:00:00""], [2361, ""2024-12-02 04:00:00""], [2509, ""2024-12-02 05:00:00""], [989, ""2024-12-02 05:00:00""], [3807, ""2024-12-02 08:00:00""], [343, ""2024-12-02 10:00:00""], [1651, ""2024-12-02 11:00:00""], [7973, ""2024-12-02 13:00:00""], [660, ""2024-12-02 14:00:00""], [5588, ""2024-12-02 16:00:00""], [9072, ""2024-12-02 17:00:00""], [4899, ""2024-12-02 18:00:00""], [5769, ""2024-12-02 18:00:00""], [2375, ""2024-12-11 00:00:00""]]"
218,2024-12-11 01:00:00,5401,17808,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[4577, ""2024-12-02 01:00:00""], [6294, ""2024-12-02 05:00:00""], [349, ""2024-12-02 07:00:00""], [7415, ""2024-12-02 07:00:00""], [7754, ""2024-12-02 09:00:00""], [3115, ""2024-12-02 13:00:00""], [2789, ""2024-12-02 13:00:00""], [5131, ""2024-12-02 17:00:00""], [1222, ""2024-12-02 23:00:00""], [5401, ""2024-12-11 01:00:00""]]"
219,2024-12-11 02:00:00,2530,19205,0,,1,"[[2530, ""2024-12-11 02:00:00""]]"
220,2024-12-11 03:00:00,588,11306,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[5963, ""2024-12-02 07:00:00""], [3184, ""2024-12-02 08:00:00""], [8098, ""2024-12-02 09:00:00""], [2059, ""2024-12-02 09:00:00""], [1336, ""2024-12-02 10:00:00""], [6657, ""2024-12-02 10:00:00""], [9739, ""2024-12-02 13:00:00""], [3849, ""2024-12-02 14:00:00""], [5124, ""2024-12-02 14:00:00""], [9832, ""2024-12-02 14:00:00""], [5348, ""2024-12-02 16:00:00""], [673, ""2024-12-02 17:00:00""], [557, ""2024-12-02 18:00:00""], [4315, ""2024-12-02 19:00:00""], [7580, ""2024-12-02 19:00:00""], [1460, ""2024-12-02 20:00:00""], [2570, ""2024-12-02 21:00:00""], [9289, ""2024-12-02 22:00:00""], [5964, ""2024-12-02 22:00:00""], [588, ""2024-12-11 03:00:00""]]"
221,2024-12-11 04:00:00,6391,12458,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[3528, ""2024-12-02 01:00:00""], [9363, ""2024-12-02 02:00:00""], [1523, ""2024-12-02 02:00:00""], [7061, ""2024-12-02 03:00:00""], [7723, ""2024-12-02 03:00:00""], [8749, ""2024-12-02 04:00:00""], [6789, ""2024-12-02 10:00:00""], [2037, ""2024-12-02 12:00:00""], [2707, ""2024-12-02 13:00:00""], [6012, ""2024-12-02 13:00:00""], [7373, ""2024-12-02 14:00:00""], [1672, ""2024-12-02 15:00:00""], [3576, ""2024-12-02 22:00:00""], [7314, ""2024-12-02 23:00:00""], [6391, ""2024-12-11 04:00:00""]]"
222,2024-12-11 05:00:00,5673,12214,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[8503, ""2024-12-02 02:00:00""], [2453, ""2024-12-02 06:00:00""], [4477, ""2024-12-02 08:00:00""], [1309, ""2024-12-02 09:00:00""], [7992, ""2024-12-02 10:00:00""], [362, ""2024-12-02 11:00:00""], [6736, ""2024-12-02 12:00:00""], [53, ""2024-12-02 13:00:00""], [5268, ""2024-12-02 13:00:00""], [7470, ""2024-12-02 15:00:00""], [2517, ""2024-12-02 18:00:00""], [9163, ""2024-12-02 19:00:00""], [1285, ""2024-12-02 19:00:00""], [1627, ""2024-12-02 20:00:00""], [7981, ""2024-12-02 20:00:00""], [4112, ""2024-12-02 21:00:00""], [3288, ""2024-12-02 22:00:00""], [7111, ""2024-12-02 22:00:00""], [2104, ""2024-12-02 22:00:00""], [5673, ""2024-12-11 05:00:00""]]"
223,2024-12-11 06:00:00,4497,10650,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[672, ""2024-12-02 05:00:00""], [4451, ""2024-12-02 10:00:00""], [5949, ""2024-12-02 11:00:00""], [7143, ""2024-12-02 15:00:00""], [1080, ""2024-12-02 19:00:00""], [4900, ""2024-12-02 20:00:00""], [4356, ""2024-12-02 20:00:00""], [7171, ""2024-12-02 21:00:00""], [5435, ""2024-12-02 23:00:00""], [4497, ""2024-12-11 06:00:00""]]"
224,2024-12-11 07:00:00,1291,15417,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[6270, ""2024-12-02 01:00:00""], [8157, ""2024-12-02 02:00:00""], [5752, ""2024-12-02 06:00:00""], [5029, ""2024-12-02 07:00:00""], [7461, ""2024-12-02 08:00:00""], [3825, ""2024-12-02 09:00:00""], [5108, ""2024-12-02 09:00:00""], [4992, ""2024-12-02 13:00:00""], [7757, ""2024-12-02 14:00:00""], [1595, ""2024-12-02 16:00:00""], [2743, ""2024-12-02 16:00:00""], [9421, ""2024-12-02 17:00:00""], [7070, ""2024-12-02 17:00:00""], [7230, ""2024-12-02 17:00:00""], [3701, ""2024-12-02 20:00:00""], [4139, ""2024-12-02 20:00:00""], [7003, ""2024-12-02 20:00:00""], [8358, ""2024-12-02 23:00:00""], [6526, ""2024-12-02 23:00:00""], [1291, ""2024-12-11 07:00:00""]]"
225,2024-12-11 08:00:00,279,13628,0,,10,"[[3933, ""2024-12-02 09:00:00""], [428, ""2024-12-02 10:00:00""], [5568, ""2024-12-02 12:00:00""], [8159, ""2024-12-02 15:00:00""], [6757, ""2024-12-02 17:00:00""], [1057, ""2024-12-02 17:00:00""], [159, ""2024-12-02 20:00:00""], [2389, ""2024-12-02 23:00:00""], [6055, ""2024-12-02 23:00:00""], [279, ""2024-12-11 08:00:00""]]"
226,2024-12-11 09:00:00,4547,16308,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[8683, ""2024-12-02 02:00:00""], [9557, ""2024-12-02 06:00:00""], [7976, ""2024-12-02 15:00:00""], [9390, ""2024-12-02 23:00:00""], [4547, ""2024-12-11 09:00:00""]]"
227,2024-12-11 10:00:00,3402,12597,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[5550, ""2024-12-02 01:00:00""], [5476, ""2024-12-02 02:00:00""], [5229, ""2024-12-02 04:00:00""], [4478, ""2024-12-02 07:00:00""], [9407, ""2024-12-02 08:00:00""], [990, ""2024-12-02 09:00:00""], [528, ""2024-12-02 11:00:00""], [8046, ""2024-12-02 11:00:00""], [1885, ""2024-12-02 14:00:00""], [3818, ""2024-12-02 17:00:00""], [334, ""2024-12-02 19:00:00""], [3731, ""2024-12-02 19:00:00""], [6255, ""2024-12-02 21:00:00""], [9041, ""2024-12-02 21:00:00""], [4514, ""2024-12-02 22:00:00""], [6341, ""2024-12-02 23:00:00""], [2631, ""2024-12-02 23:00:00""], [1447, ""2024-12-02 23:00:00""], [5936, ""2024-12-02 23:00:00""], [3402, ""2024-12-11 10:00:00""]]"
228,2024-12-11 11:00:00,6757,16426,0,,1,"[[6757, ""2024-12-11 11:00:00""]]"
229,2024-12-11 12:00:00,3738,15443,0,,1,"[[3738, ""2024-12-11 12:00:00""]]"
230,2024-12-11 13:00:00,7521,17116,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[6357, ""2024-12-02 06:00:00""], [6305, ""2024-12-02 07:00:00""], [1930, ""2024-12-02 09:00:00""], [3753, ""2024-12-02 10:00:00""], [2146, ""2024-12-02 11:00:00""], [4136, ""2024-12-02 11:00:00""], [1819, ""2024-12-02 12:00:00""], [1202, ""2024-12-02 13:00:00""], [5556, ""2024-12-02 14:00:00""], [1555, ""2024-12-02 15:00:00""], [7129, ""2024-12-02 15:00:00""], [4830, ""2024-12-02 16:00:00""], [1244, ""2024-12-02 16:00:00""], [3718, ""2024-12-02 16:00:00""], [1202, ""2024-12-02 17:00:00""], [4316, ""2024-12-02 20:00:00""], [6164, ""2024-12-02 20:00:00""], [7063, ""2024-12-02 21:00:00""], [9284, ""2024-12-02 22:00:00""], [7521, ""2024-12-11 13:00:00""]]"
231,2024-12-11 14:00:00,9969,17468,1,Số tiền giao dịch lớn.,5,"[[136, ""2024-12-02 05:00:00""], [6156, ""2024-12-02 15:00:00""], [3613, ""2024-12-02 21:00:00""], [2807, ""2024-12-02 22:00:00""], [9969, ""2024-12-11 14:00:00""]]"
232,2024-12-11 15:00:00,6884,11693,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[6129, ""2024-12-02 08:00:00""], [4808, ""2024-12-02 08:00:00""], [7480, ""2024-12-02 09:00:00""], [2118, ""2024-12-02 12:00:00""], [1014, ""2024-12-02 13:00:00""], [1945, ""2024-12-02 14:00:00""], [9815, ""2024-12-02 15:00:00""], [4389, ""2024-12-02 15:00:00""], [3402, ""2024-12-02 15:00:00""], [3805, ""2024-12-02 16:00:00""], [5136, ""2024-12-02 19:00:00""], [2948, ""2024-12-02 21:00:00""], [2666, ""2024-12-02 22:00:00""], [5648, ""2024-12-02 23:00:00""], [6884, ""2024-12-11 15:00:00""]]"
233,2024-12-11 16:00:00,8542,11979,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,15,"[[6171, ""2024-12-02 03:00:00""], [7797, ""2024-12-02 08:00:00""], [197, ""2024-12-02 10:00:00""], [537, ""2024-12-02 11:00:00""], [5597, ""2024-12-02 11:00:00""], [8015, ""2024-12-02 13:00:00""], [9116, ""2024-12-02 13:00:00""], [2182, ""2024-12-02 15:00:00""], [5218, ""2024-12-02 15:00:00""], [6293, ""2024-12-02 20:00:00""], [4264, ""2024-12-02 22:00:00""], [7668, ""2024-12-02 22:00:00""], [6098, ""2024-12-02 23:00:00""], [3358, ""2024-12-02 23:00:00""], [8542, ""2024-12-11 16:00:00""]]"
234,2024-12-11 17:00:00,4765,18543,0,,5,"[[1436, ""2024-12-02 01:00:00""], [2916, ""2024-12-02 21:00:00""], [5540, ""2024-12-02 21:00:00""], [3117, ""2024-12-02 22:00:00""], [4765, ""2024-12-11 17:00:00""]]"
235,2024-12-11 18:00:00,4436,11568,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[2821, ""2024-12-02 01:00:00""], [9968, ""2024-12-02 02:00:00""], [1059, ""2024-12-02 04:00:00""], [4381, ""2024-12-02 05:00:00""], [3926, ""2024-12-02 06:00:00""], [2167, ""2024-12-02 08:00:00""], [1243, ""2024-12-02 10:00:00""], [1604, ""2024-12-02 11:00:00""], [8831, ""2024-12-02 12:00:00""], [9269, ""2024-12-02 14:00:00""], [8024, ""2024-12-02 15:00:00""], [69, ""2024-12-02 17:00:00""], [5604, ""2024-12-02 19:00:00""], [5017, ""2024-12-02 21:00:00""], [4436, ""2024-12-11 18:00:00""]]"
236,2024-12-11 19:00:00,4546,17044,0,,10,"[[402, ""2024-12-02 01:00:00""], [2282, ""2024-12-02 09:00:00""], [7376, ""2024-12-02 10:00:00""], [1467, ""2024-12-02 12:00:00""], [7399, ""2024-12-02 13:00:00""], [7372, ""2024-12-02 17:00:00""], [1026, ""2024-12-02 19:00:00""], [229, ""2024-12-02 20:00:00""], [3767, ""2024-12-02 22:00:00""], [4546, ""2024-12-11 19:00:00""]]"
237,2024-12-11 20:00:00,8243,12933,1,Số tiền giao dịch lớn.,1,"[[8243, ""2024-12-11 20:00:00""]]"
238,2024-12-11 21:00:00,1665,17277,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[5037, ""2024-12-02 01:00:00""], [9999, ""2024-12-02 01:00:00""], [5234, ""2024-12-02 08:00:00""], [8274, ""2024-12-02 08:00:00""], [2636, ""2024-12-02 09:00:00""], [4987, ""2024-12-02 13:00:00""], [6675, ""2024-12-02 15:00:00""], [785, ""2024-12-02 16:00:00""], [3945, ""2024-12-02 23:00:00""], [1665, ""2024-12-11 21:00:00""]]"
239,2024-12-11 22:00:00,9811,17252,1,Số tiền giao dịch lớn.,1,"[[9811, ""2024-12-11 22:00:00""]]"
240,2024-12-11 23:00:00,7584,17693,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[123, ""2024-12-02 02:00:00""], [1065, ""2024-12-02 03:00:00""], [60, ""2024-12-02 04:00:00""], [950, ""2024-12-02 04:00:00""], [3153, ""2024-12-02 07:00:00""], [7935, ""2024-12-02 08:00:00""], [3910, ""2024-12-02 09:00:00""], [7870, ""2024-12-02 09:00:00""], [1873, ""2024-12-02 11:00:00""], [9901, ""2024-12-02 13:00:00""], [9710, ""2024-12-02 14:00:00""], [1521, ""2024-12-02 14:00:00""], [6276, ""2024-12-02 15:00:00""], [6671, ""2024-12-02 15:00:00""], [6403, ""2024-12-02 16:00:00""], [9217, ""2024-12-02 17:00:00""], [769, ""2024-12-02 19:00:00""], [3623, ""2024-12-02 19:00:00""], [8584, ""2024-12-02 21:00:00""], [7584, ""2024-12-11 23:00:00""]]"
241,2024-12-12 00:00:00,6948,16017,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[9290, ""2024-12-02 02:00:00""], [310, ""2024-12-02 05:00:00""], [7555, ""2024-12-02 06:00:00""], [2083, ""2024-12-02 06:00:00""], [8616, ""2024-12-02 09:00:00""], [8865, ""2024-12-02 11:00:00""], [3221, ""2024-12-02 11:00:00""], [6257, ""2024-12-02 11:00:00""], [2626, ""2024-12-02 13:00:00""], [2107, ""2024-12-02 13:00:00""], [5235, ""2024-12-02 14:00:00""], [6586, ""2024-12-02 16:00:00""], [3868, ""2024-12-02 19:00:00""], [5560, ""2024-12-02 22:00:00""], [6948, ""2024-12-12 00:00:00""]]"
242,2024-12-12 01:00:00,4860,18152,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[3212, ""2024-12-02 01:00:00""], [5775, ""2024-12-02 03:00:00""], [4725, ""2024-12-02 05:00:00""], [9431, ""2024-12-02 06:00:00""], [2989, ""2024-12-02 07:00:00""], [225, ""2024-12-02 07:00:00""], [6908, ""2024-12-02 09:00:00""], [7895, ""2024-12-02 14:00:00""], [3399, ""2024-12-02 15:00:00""], [1311, ""2024-12-02 18:00:00""], [4730, ""2024-12-02 19:00:00""], [2703, ""2024-12-02 20:00:00""], [5241, ""2024-12-02 22:00:00""], [7738, ""2024-12-02 23:00:00""], [4860, ""2024-12-12 01:00:00""]]"
243,2024-12-12 02:00:00,605,11590,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya. Liên tục 7 giao dịch trong thời gian ngắn.,15,"[[7747, ""2024-12-02 01:00:00""], [9533, ""2024-12-02 01:00:00""], [9581, ""2024-12-02 03:00:00""], [677, ""2024-12-02 06:00:00""], [3689, ""2024-12-02 06:00:00""], [8483, ""2024-12-02 06:00:00""], [8642, ""2024-12-02 06:00:00""], [8981, ""2024-12-02 08:00:00""], [8753, ""2024-12-02 08:00:00""], [3808, ""2024-12-02 08:00:00""], [2809, ""2024-12-02 11:00:00""], [4943, ""2024-12-02 12:00:00""], [9658, ""2024-12-02 15:00:00""], [4266, ""2024-12-02 22:00:00""], [605, ""2024-12-12 02:00:00""]]"
244,2024-12-12 03:00:00,4735,14284,0,,1,"[[4735, ""2024-12-12 03:00:00""]]"
245,2024-12-12 04:00:00,6305,16033,0,,1,"[[6305, ""2024-12-12 04:00:00""]]"
246,2024-12-12 05:00:00,8949,10611,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[5162, ""2024-12-02 01:00:00""], [6827, ""2024-12-02 04:00:00""], [3408, ""2024-12-02 04:00:00""], [1636, ""2024-12-02 04:00:00""], [1366, ""2024-12-02 04:00:00""], [812, ""2024-12-02 06:00:00""], [3318, ""2024-12-02 06:00:00""], [8189, ""2024-12-02 06:00:00""], [4087, ""2024-12-02 07:00:00""], [3978, ""2024-12-02 13:00:00""], [8361, ""2024-12-02 13:00:00""], [8339, ""2024-12-02 16:00:00""], [9370, ""2024-12-02 18:00:00""], [3768, ""2024-12-02 19:00:00""], [569, ""2024-12-02 20:00:00""], [5269, ""2024-12-02 20:00:00""], [5574, ""2024-12-02 21:00:00""], [1405, ""2024-12-02 21:00:00""], [9320, ""2024-12-02 22:00:00""], [8949, ""2024-12-12 05:00:00""]]"
247,2024-12-12 06:00:00,8570,15096,1,Số tiền giao dịch lớn.,1,"[[8570, ""2024-12-12 06:00:00""]]"
248,2024-12-12 07:00:00,1844,13760,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[5975, ""2024-12-02 05:00:00""], [1090, ""2024-12-02 06:00:00""], [7830, ""2024-12-02 09:00:00""], [6537, ""2024-12-02 10:00:00""], [1079, ""2024-12-02 13:00:00""], [6661, ""2024-12-02 15:00:00""], [9326, ""2024-12-02 16:00:00""], [2243, ""2024-12-02 16:00:00""], [9104, ""2024-12-02 16:00:00""], [6611, ""2024-12-02 17:00:00""], [1821, ""2024-12-02 20:00:00""], [1490, ""2024-12-02 21:00:00""], [9229, ""2024-12-02 22:00:00""], [8728, ""2024-12-02 23:00:00""], [1844, ""2024-12-12 07:00:00""]]"
249,2024-12-12 08:00:00,7698,18964,1,Số tiền giao dịch lớn.,1,"[[7698, ""2024-12-12 08:00:00""]]"
250,2024-12-12 09:00:00,8813,18385,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[4773, ""2024-12-02 03:00:00""], [7042, ""2024-12-02 03:00:00""], [4640, ""2024-12-02 03:00:00""], [2975, ""2024-12-02 06:00:00""], [6137, ""2024-12-02 07:00:00""], [9836, ""2024-12-02 10:00:00""], [8583, ""2024-12-02 11:00:00""], [4140, ""2024-12-02 13:00:00""], [9523, ""2024-12-02 14:00:00""], [1161, ""2024-12-02 16:00:00""], [6892, ""2024-12-02 17:00:00""], [9013, ""2024-12-02 18:00:00""], [3635, ""2024-12-02 18:00:00""], [2423, ""2024-12-02 22:00:00""], [8813, ""2024-12-12 09:00:00""]]"
